,comment,aggression,attack,attn_words
298,penn anyone see the p t bullshit episode on these clearly they do not deserve any mention on wikipedia they only maintain this page to give to a thoroughly laughable science,0.638,0.5534,bullshit t episode on clearly
299,the ridiculous vandalism on this page people like that mark cock wont stop vandalising just lock the damn talk page for more members so like mark will conclude vandalising the page thus making me happy,0.6328,0.5599,ridiculous cock vandalism vandalising the
300,s now mr dictator you response is rubbish your suppose to review the evidence not act as council for one stupid man its civil behaviour is what matters and his is an absolute disgrace he's the one who started the calling my vandalism when they were appropriate you should look at all the posts on rod tennis and jimmy look at the responses of and german and see what they think of tennis arrogant i will call him as many names as i want until he and does not act like a facist he needs to be stopped and told off regularly he is a disgrace i repeat a disgrace look at the evidence i have no idea how to use any of the fancy tools on wiki so your gonna have to put some work in but that's your job if you volunteer to get involved in bitter disputes that you let such an arrogant man act with such a massive ego operate freely is totally wrong and your taking his side reflect very badly you men like him should be sworn at and told what people think of him i have never used swear words against him but have used that are accurate look at his recent self serving post on rod to and his censorship of my legitimate comments he is not a censor or a dictator ' but acts like one he needs to be brought to and your helping him because your stopping of him he is an disgrace plenty of people have him but he never never its beyond a joke its war as far as concerned and its being going on for 5 months mate and is not going to stop until he is to book 24 april 2008 mall,0.6588,0.5268,s rubbish now stupid dictator
301,why you have no life your deep involvement in helping wikipedia when your not even being paid is just one of the many reasons why there is the view that you are a loser it would be fair to presume that you spend many hours in front of a computer each day and because your on wikipedia and not myspace or facebook this is also contributing to your image of a or so i am hear to help who am i you ask i am just another one of god's children now let us start by helping you out with a getting a you try too hard and crack lame jokes just be nice be yourself and out all the weird antics,0.6495,0.5419,life your have you deep
302,commentary there are always a few that will get upset and offended about everything i don't get offended when someone calls me indian or or anything else that is deemed as offensive to native americans people have a right to say whatever they wish let them you should try not being offended by anything it's a good way to live your life keeps your blood pressure low and it keeps you from making a complete ass of yourself out of anger as you just did,0.636,0.5627,a ass a blood life
303,your position what are you a mall security guard who couldn't make the police force yet dreams of having power over people the tone in which you write is almost in its for if jimbo wales told you to kill someone i honestly belive you would do it as per some new rule i think maybe you should take a few months away from this website your real life and with an eye to being less tight than you have been in the past its just wikipedia not life or death but you honestly write like its your goal to make this thing as good as it can be if some unsourced material makes it into a low level article on a cartoon then its ok your life will go on and all the people who read said article will survive the experience relax take a break and come back a better editor ps could you stop writing on talk pages with advice threats remember you are not an admin and even if you were you have no right to lecture others how to behave you have no authority whatsoever,0.6652,0.5264,a your mall you are
304,and their part in this goes upon and with no attempt to get them to cooperate when i have suggested a solution and agreed with proposal you my fine friend should get out more if you think idiotic warning is uncivil,0.6667,0.5287,idiotic and their uncivil more
305,reason for false info my cousin came to my house and was fucking with my wiki so i'm sorry for any false info on any pages,0.6505,0.5523,fucking with reason false for
306,i have to feel for this user as i have and had the same bullying pulled on me with the same article there seems to be a gang of them ad they user names are reported frequently around the external internet that behave in this manner if you create a edit they revert it usually with no edit history comment if you attempt to replace it it was a vandal troll elsewhere and your edit was correct you get a nasty warning on your user talk page saying roughly you can't do that and you will get your butt kicked if you do it again if you persist in editing a few dozen other times eventually somebody will tell you about brd so you try it you go to the talk page and post your opinion only to be told by some of the same bully team opinions don't matter here followed by more cold warnings about being a vandal or other policy du next time one attempts to edit and sources for statements by professional people only to be reverted with not a notable source or we don't use primary sources to contradict secondary sources if you attempt to complaint you get another editor giving you a ban on your talk page and telling you you violated one of the 4 wp rules sometimes you would attempt to expose or list some of the bias and how it doesn't appear to apply to these bully team members only to get banned again for wp blp i didn't know article rules could apply to editors personalities an imaginary tough edit name last time i attempted to disclose insults on my person and copied them to my talk page the nasty comments not only disappeared from mine and their pages but the edit histories as well i didn't know this was an option and appears quite deceptive as the wikipedia system seems to keep logs indefinitely apparently not for the few dishonest members of the bully team i laid a complaint against one of this bully team and all i got was wp threats and wp and wp blp warnings from the offending bully i complained about i feel i am still from that as i get regularly visited by one of the same bully team who up my user page until i complain and then i get banned for wp blp or wp 3rr because they detect i was thinking about reverting one more time another good one is lack of collaboration on my own user talk page my conclusion is that this bully team exist to attack ip editors on a fear and basis this seems to be the usual psychology on the internet in forums and real life unfortunately people fear the newbie and the unknown attacking to rid themselves the unknown most of the protection mechanisms are not available to ip and are unknown the more i educate myself on the ways of wp the more i realize they not applied to ips equally i have been ridiculed so many times here i have most of it now rant off lol,0.639,0.5688,kicked bullying a butt have
307,is a really ignorant person and a perfect example of why wikipedia is not to be trusted,0.663,0.5381,ignorant a is a person
308,i just wanted to let you know that you made me laugh out loud with that whole is over punk thing you out while editing user talk 24 2 124 as much fun as pretending to be internet dirty harry must be i absolutely cannot stress this to you enough i can write whatever dumb crap i want all over this website and there is and will never be anything you can do to stop that sorry boss anyway i'm gonna go say is made with ape meat some more bye,0.6237,0.5892,crap i dumb you ape
309,this is di son aged 27 what a prick you are there are none so blind as those who cannot see and you certainly can see no further than your own get a life i agree with mr you are not even a of my father and spend your time and spreading useless rumour without foundation like a wife from the but then you are from there stick with your because that is where your thoughts on decent people belong get a life if you can find one,0.6362,0.5832,prick a this is are
310,observations from the as i sit here the bastards who blocked me i over the points of this case actually there is only one or whatever you're called now to stop being do two things remove your from your user page and get rid of those links to social networking sites do you wonder why people have been you amongst other things it's because you make it so easy from one look at your user page they know where you live where you study what you look like it doesn't help at all i hope your harrassment does end soon follow what i've said and i am sure it will,0.662,0.5515,bastards blocked who sit you're
311,i was drunk i never get drunk again,0.6355,0.5864,drunk drunk get again i
312,i noticed you and he's not up for punishment for being abusive i get a month bad and he get jack now why am i not surprised that it's ok for wiki editors to make attacks but not ok for no question abou it you guys are a bunch of on why a rapist is a better class of human being then a wiki editor a rapist will rape you and then go away a wiki editor will rape you and then tell you it was not only for your own good but that you deserved it,0.6433,0.5774,he's rapist rapist a rape
313,if you don't wish personal where is mr j garbage,0.6168,0.6081,garbage don't you j if
314,some ratings from the 1 the power tv pg l hell shit pissed 2 just set up the tv pg v the of world murders 3 concert tv pg d lady boobs real reason people go to is too see hot girls 4 death tv pg v death do bare ass 5 free tv pg l pissed 6 meat your maker tv pg l v pissed hot dogs 7 cheese tv pg purple touching 8 the got to go tv pg d v lady goth lady eating balls attack of the 9 tv pg brain 10 don tv pg d don reveals all the characters are naked sugar seems gay 11 body tv pg l sucks 12 and the tv pg 13 tv pg v evil 14 it's time tv pg d tongue kissing margaret discussing how good movies have sex 15 appreciation day tv pg nothing wrong 16 tv pg implied naked 17 tv pg implied naked 18 my mom tv pg d my mom jokes imply sex 19 high score tv pg kicked in the 20 rage against the tv tv pg v kick him in the junk killings 21 party pete tv 14 d with breasts line breast ins sexual dancing with shown 22 brain tv 14 naked seen throughout whole episode implied long penis scene junk 23 be gone tv pg nothing wrong 24 but i have a tv pg v the 25 this is my tv pg 26 muscle woman tv 14 d s junk tongue kiss big 27 check tv pg nothing wrong 28 tv pg v attack remark on dirty naked people 29 see you there tv pg nothing wrong 30 do me a solid tv pg weight 31 grave tv pg v 32 really real wrestling tv pg v 33 over the top tv pg v death 34 the night tv pg d second base 35 a bunch of baby tv pg 36 more smarter tv pg 37 first day tv pg 38 go tv pg 39 tv pg 40 show tv pg 41 stick hockey tv pg chinese man named like 42 bet to be tv pg stereotypes,0.6221,0.6027,shit pissed boobs some hell
315,this is awful just awful all germans are murderers the blood of 7 million jews is on your hands 7 million gods chosen folk you are all going to hell bye bye,0.6357,0.5883,awful murderers this is awful
316,you defend the wiki is crap end of,0.6486,0.5745,crap you is the wiki
317,so you mention that you have a problem with is that your fancy way of admitting that you are kind of a d bag sometimes i mean you just can't let some silly s t go sometimes man you and i both know that your biggest is n l m,0.6348,0.5911,a a d bag you
318,utc obviously is a liar and for the and like minded criminals who love the countless to perpetuate the myth that the current state of affairs in the medical community is a good thing caring absolutely nothing about the millions of lives destroyed every year by the and of the medical and industries in bed with the u s government who pays you to love evil and hate good 02 52 4 february 2014,0.6595,0.5631,liar a and utc obviously
319,you smell like wiki cheese teh category wiki cheese,0.6272,0.6021,smell you like wiki cheese
320,and you don't think i can change my ip seriously you're a fool to believe you can play god on the internet picking a fight with me you'll lose i gave enough resources to fill a book and you never even bothered to look at them for shame you can keep blocking my ips all you want big shot but i'll keep changing them you might as well block the entire range but you'll be hearing complaints from they'll bring the god down cheers asshole 98 149 97,0.6483,0.5846,fool don't a you you're
321,is a animal which grows in the south of iran it has very body with around his neck and ass and cock this animal is one the animal although he looks very odd but is very calm animal in the back of this animal there is a area which make this animal very weird you can see the picture that was taken back in 1995,0.6369,0.5999,cock a animal ass is
322,the only reason my ip showed is that this in failed and then you cowardly blocked me to your lies you piece of trash you are the coward i'm and well in advanced arts and will meet you any time and any place got that that ye coward i'm teaching my how to edit this piece of garbage if you are looking for trouble you have certainly found it i have also turned a screen capture of your threatening photo and hacker talk at your user page over to the proper police authorities and contacted my lawyer to sue this for clear libel and patent infringement got that you piece of s i have removed all of the book self machines and its authors because they contain copyrighted materials of mine and are and keeping notes of all the user names promoting and protecting them i am removing because as set forth above it is any form of self and the project refuses to give me credit for my ideas well set forth within the description of my patent further he has a huge site twice as large as my proposed article oh one more thing i spit in all of your faces including wikipedia itself go to h ll charles michael collins,0.6736,0.5568,coward cowardly blocked trash lies
323,human vampire a half vampire is a creature that has a human as a mother and a vampire as a father a is basically a stronger of a vampire as it has none of a or are not the same as or they're are kind of in the middle a vampire is strong fast beautiful smart drink blood ect but different to the commonly vampire they are able to go in the sun eat and a stake cross or holy water cannot hurt them though when in direct they a bit and when eating they have to bring it up as food doesnt go well in there system also have blood in them and don't go to the room a half vampire has all the as a vampire they are strong fast smart beautiful drink blood ect but in the sun rather then they can also eat food as an alternative to drinking blood and they have more then a vampire toward human blood a grows between 6 and 16 then stops and becomes an like its father dont have venom so they can not a human to a vampire eyes a eyes change colour depending on there hunger there eyes are a golden red depending on there diet animal humans when full and nearly black when hungry a eyes are one usually there fathers full eye colour for eg if a vampire humans the will have red eyes or red surrounding the if the vampire animals the would have gold eyes or gold surrounding the when there is the colour around the the eye colour can be anything eg hazel brown green blue abilities take on a from there human life and it is made stronger and is refered to as a supernatural ability do the same thing but its a mixture of there parents or something there good at in there developing period an example of this is a vampire in there had a for reading people so when they became a vampire they were able do read there thoughts and emotions development a needs between 6 and 16 years to develop to there full potential boys develop later then females,0.6472,0.5965,vampire vampire a a half
324,j hates jews i once heard him say hitler wasn't a bad guy i heard he clan meetings to pick up other guys,0.663,0.5799,hates jews j i once
325,pedophile is jimbo a pedophile does he maintain any regular contact with any,0.6549,0.5912,pedophile pedophile jimbo a is
326,warned my arse there was no legitimate warning just a complaint because someone couldn't deal with having his disruptive behaviour criticised,0.6704,0.5737,arse warned my a no
327,in gay porn magazines,0.6288,0.6228,gay porn in magazines
328,sad birthday to you k,0.6222,0.6315,k sad you to birthday
329,jamesbwatson can you guess what jamesbwatson calls you from behind your back he calls you,0.6739,0.5756,jamesbwatson jamesbwatson you guess can
330,ps dougweller made a 1 2 mess of my edits by randomly hacking them someone should fix the mess that he made that wasn't my doing try deleting all my content for the last 6 hours otherwise you've got things messed up can't even do a delete correctly wiki sucks,0.656,0.6033,ps sucks mess a dougweller
331,she's insane and a,0.6501,0.6155,insane a she's and
332,tan wikipedia's workers or whatever tan go to hell or just grow some balls for once or get a girlfriend rather than spending your life on wikipedia,0.6751,0.5957,hell girlfriend balls grow a
333,gay theology is period comparing christian on sexual issues with people who blow themselves up or who believe in using the sword is ignorance i'm a catholic and i regard liberal christians as really being nothing but in christian drag i see no fault in anything that i have done except for from the left wing of wikipedia so is it that only are allowed to edit on wikipedia perhaps are you scared of people who don't share your pov all i have to say is just grow up i have studied theology for years and all that i can say is liberals haven't a clue of what christ meant about everything because they twist the scriptures to agree with their own there is no such thing as a liberal christian only a liberal,0.7025,0.5603,gay is theology sexual blow
334,bastard — preceding unsigned comment added by,0.6705,0.6053,bastard preceding — unsigned comment
335,escape orbit yeah i did that on purpose it looks like i am going to have to be uncivil to you because you are not getting my point otherwise simply put you are a moron yes you were being uncivil to me by assuming that i said because i want it in i never said that that's how morons think and hence this description for you your tone has been at least as as you think mine has so you are the one who needs to calm down wikipedia editing actually isn't for you you obviously don't know quite how 3rr works if someone reverts more than 3 times in the same worth of time then they have broken 3rr not until then you guys may not be on the same exact team but you claim consensus despite that i'm not part of that as one of the editors in the dispute you still have not answered why you guys in that supposed consensus have gone deeper than you were already satisfied with before perhaps i should ask the one who is doing it most recently in fact even he or she is edit warring now just because s he's part of your consensus doesn't mean s he's not edit warring so there's that issue too okay when you first started your reversion junk here even you would only revert to the point of where escape orbit left the as in place without the old version go back up and look at his bullets here and then look at your reversions all of you who were doing those early reversions in your little group that you called consensus were originally only reverting to the point of leaving the mention of the current style in the lead according to the earlier discussion here originally you guys were only saying that mentioning the former style in the lead was too much for you so you didn't erase them both why are you guys erasing them both now even though the original concern was only against the one,0.6872,0.5848,moron escape orbit morons a
336,reasons why i used my userpage to whine about you 1 you are committed to edit warring and ended up being blocked for violating the three revert rule 2 your userpage is ugly 3 you are a hypocrite no wonder why you're gaming the system 4 you think that all of are vandals i am seriously not a vandal i am trying to make wikipedia a better place like you prepare to get banned by admins when i attempt to report about your incidents via admins of course i get along with them well and do not remove this comment,0.6845,0.5945,a hypocrite committed are ugly
337,proud of your block i guess being a unemployed you have little choice but to show off and again real evidence based edits are more important than civil pov bullshit,0.6763,0.605,unemployed block bullshit a your
338,d your face,0.6549,0.6484,face your d
339,repetition it is the world's largest naval station in fact based on supported military population it is the largest naval base in the world should read including supported military population it is the largest naval in the world or something along those lines as it reads right now it is stating the same fact twice fucking retards,0.6764,0.6262,fucking retards world's the is
340,stop this editor from vandalizing the article then and removing official references and making false all the time then and perhaps other contributors who actually improve the article won't tell him he's a f k head vandal,0.6633,0.6412,stop this vandal vandalizing head
341,who are you why not sign in define encyclopedic its a part of history which makes it relevant its all a of public record we are not concerned with other and their the only reason you are not signing in is because you are a coward who knows he will be vandalized,0.6851,0.6221,coward a who are you
342,unban this ip address or a new online encyclopedia will be formed that will kick wikipedia's ass you have been warned,0.682,0.627,ass unban you wikipedia's kick
343,300 f ing years of mixing is more than enough to someone as part of a certain ethnic group,0.662,0.6493,ing f 300 years of
344,are 22 years older than your husband you are an old cougar,0.6499,0.6711,cougar an old are are
345,you are erasing es l threats this is not harassment,0.6788,0.6427,erasing you are l harassment
346,thumb hey why hang up your nose thumb right and on your clothes,0.6795,0.6462,thumb nose thumb your up
347,now i get your problem you really don't understand what you're being told so when you call someone an ignorant ass you think that your own self was just first did i call it confusing no i said that you just mentioned it for some reason with no relation to the way it was told or the situation and i said that it was a reply to you saying that vandalizing as you accused me when reverting my contributions by writing cum leave makes no sense and your wp status is relevant as i want to know who the hell are you and what do you want and think when you keep submitting blocks to my user as well for keeping reverting my talk page when i'm trying to get it clear i don't need this discussion and i wasn't talking to you and i'm not an editor all i did was improving that article i've seen and that's why you're even more annoying and less helpful,0.713,0.6098,ass problem your now get
348,your a shithead,0.668,0.6662,shithead a your
349,you're contradicting yourself basically your opinion of based on and bullshit as far the evidence you send me are considered really pictures in which you can almost not see what her eye color is you need a glass to see her eyes don't show such pictures cuz it just looks really sloppy and desperate which in your case makes sense 1 by this image up to 400 you can clearly see her eye color looks sort of green not anywhere close to brown 2 what the f is this it look oh and her eyes are lighter than her hair and you keep saying they're the same when clearly they're not lets take a look at a better quality image no brown eyes here 3 these eyes can still be called hazel 4 hazel eyes due to their nature have the tendency to look brown in certain lights and look at belle's hair it looks red 5 i can clearly see her eyes are not the same as her hair in fact take a close look when a lock of hair falls in front of her right eyes and with her eyes color the difference looks brown and hazel instead of brown and light brown 6 that's not a screenshot and by the image her eyes look dark hazel and so not the same color as her hair 7 400 in hazel eyes 8 what a desperate image you can barely see anything 1000 in and her eyes appear not to be brown again 9 400 in hazel eyes again oh yes the that has her with brown eyes is so big only one of the pictures you send can sort of qualify 10 by the image up to 400 you can clearly see her eyes look green like 11 400 in hazel eyes again jesus f ing christ you me with like 18 images and almost all of them have with hazel eyes instead of brown are you don't you know how to differentiate colors an you call this solid if belle's eyes are hazel than those are indeed solid verified evidence and the screenshots aren't even from the diamond edition they're from the special edition take a look at these pics please think anyone will believe you that her eyes are brown i don't think so these are just a couple of additions to the pictures you presented further that has hazel eyes instead of brown since hazel is a mix of brown and green and that hazel eyes vary between almost green to almost brown on what bases are people suppose to believe belle's eyes are brown look at this page — preceding unsigned comment added by •,0.6919,0.6403,bullshit you're yourself your contradicting
350,boring stay out of it sister go catch vandals elsewhere you ain't gonna find any here,0.6889,0.6456,vandals stay boring out of
351,will never smell my nerd,0.6903,0.6445,nerd smell will my never
352,for nate again nate i don't care for your drama on my page please just stay the hell off and erase me from your brain like a board and don't come back you can ben anything you want on the planet except the on my piece of paper ok so take this as a rule and be civil and stay the hell out of my ok,0.7021,0.6319,brain a off erase board
353,so they finally got you huh youre the reason i no longer edit wikipedia with a username you abusive prick seeing you're just made my day,0.7052,0.6348,prick youre abusive you're huh
354,and i don't give a damn,0.7042,0.6412,damn a don't and give
355,funny after he sources his info he still gets banned it turns out that even after showing two admins the info he needed he still got banned from an admin named he told me through msn now i knew that admins were not the best on the internet but after hearing this you guys have to be the most sick vile people i've ever heard in my life you all she be ashamed of yourselves and put the anti gay remarks back in the article now that you have the info you need since some jackass blocked him even after he had the info he needed again the text was the following on the december 8 edition of fox the factor host bill offered a factor to radio shock howard stern after stern said i won't wear it but i will give it to a crack whore and handed it back told him i'm not having this on some lesbian somewhere it's not going to happen and the source was http org items,0.7113,0.6363,jackass vile gay sick funny
356,user hates j bar,0.6586,0.694,hates j bar user
357,being so god damn sexy,0.7151,0.6375,damn being sexy so god
358,and only a few internet users of which the one and only can't even manage not to make the most simple of the more simple sentences look like it was in pig shit then into the shit bank then down with,0.7187,0.6331,shit a shit and pig
359,what did i do that was vandalism first of all and second off all the only thing you ever did was accuse me off something i never did you think i'm stupid you think i'm a idiot and you hold a huge grudge against me so to be honest don't even think of letting that block expire because you now what i would never want to contribute anything useful to this site ever,0.7267,0.6249,idiot stupid what a a
360,just in general to all the people who have complained that the article is too one sided and to cover some more controversial areas get off your ass and do it yourself don't complain and order us to do the work for you,0.7134,0.6459,ass just in and off
361,my last words do not remove this message if you do i will replace it and assume that you do not wish the public to see what is really true about you i cannot believe that i have once respected you as an admin after looking back at how you offended me maybe not directly i feel like a complete asshole you should not be an administrator you should be a normal user like me and i should not be writing this to you you talk so much about policy yet do you really understand it i am referring to the blocking policy which you so blatantly vandalized so many times first of all i wish to ask you about your block of not because he is my friend but because i believe the blocking policy was violated your block claimed that the user has left wikipedia however if you blocked him because of this why was i unable to be blocked on request even though i had asked and how did you know he had left wikipedia did he specifically tell you to block him second why is it that you and always have a part in the leaving of my friends with the exception of you know what i mean also i do not believe that nominating 25 userboxes for deletion in a single day is within deletion policies you know when that was speaking of userboxes let's not forget where you purposely frustrated us by adding your name to the list and as you know very well caused it to get deleted even though i will not be checking wikipedia very often note that i will know if you have removed this message i also have alternate accounts and if you even think of the word checkuser i have more but as i believe you assume that all messages from me are meaningless clutter otherwise known as spam you can feel free to email me to continue this discussion good day to you,0.7323,0.6232,asshole my last a words
362,worst excuse for a human being ever you,0.725,0.6386,worst a excuse human being
363,read what i say and understand my meaning if you continue to harass me it is your ass that is grass i've violated no policies you have leave me be,0.7086,0.6594,ass is harass your that
364,also he is a w f u l,0.6745,0.7057,f a l u w
365,your lie s about me i've never put a lie on wikipedia contrary to your assertion anyone who lies about me can go screw,0.7151,0.6676,lie your s screw a
366,worthless goof says,0.7076,0.6783,goof worthless says
367,i have to log in moron to reply this is my normal ip jerk and you made countless more mistakes not honest,0.7273,0.6568,moron jerk to is this
368,hey buddy haha i like to keep all my wikipedia nasty they make me hey if you want to try k it can be very tough to get you have to either go to or mexico but i know a place online that ships it check out http www blogspot com here's the simple steps to get k delivered to your home 1 a com email address 2 contact com and let him know what you want here's the k they have along with prices make sure you tell him you want the brand the other brand they have sucks bottle 180 00 germany 25 00 15 00 5 00 the bottle 10 that breaks out to 5 one vile breaks out into half a of it's real easy to get the liquid into if you don't know how to do it just put it on a plate and water it until it then you'll be left with the you can also put the liquid on in the be careful not to heat the liquid anymore than once it's gone otherwise you'll burn your shit anyway happy k have fun,0.7146,0.675,haha buddy sucks a hey
369,my page well look here i find your manner and your foul and abusive language with swearing highly abusive and i shall be writing a letter of complaint to higher authority i am well within my rights to write about something to do with me and something i love on my user page and it seems like you are abusing your power as it seems like you may have a very average to poor real life by bullying people on wikipedia,0.7359,0.6495,foul abusive my abusing abusive
370,dude if you want a better website try there's no vandalism or faggots there,0.7167,0.6749,faggots a dude you want
371,i think you actually the friends part and i insist from the pattern of your posts that you are very much a turk hater,0.6845,0.7086,hater turk a you the
372,oh how are you gonna explain to your kids when they get older that they got a pussy and failure for a father hahaha this is too easy,0.7181,0.6772,pussy a you are gonna
373,besides you can't block me anyway unless you shut down wikipedia,0.7242,0.674,shut down wikipedia block you
374,i love ice it is all and stuff that's crazy do you want to die,0.7107,0.6901,die ice all is to
375,gay people are so self centered seriously have you ever contributed to a single non article ever i'm able to discuss things that aren't relating to my sexuality your kind however apparently is not you seriously need to think long and hard about what really defines you as a person if you are defined by who you have sex with that's sad,0.739,0.6621,gay are people sex self
376,bet you're scared now,0.7184,0.716,you're scared bet now
377,user hates c fred,0.7023,0.7343,hates c fred user
378,alright cum what's that do i hear your calling you better go little,0.7424,0.6981,cum what's little your go
379,yeah 9 11 was carried out by 19 muslims who are openly funded by cia even the iran terrorist leader admitted it let's see the iran affair fbi admitting the corruption as well as the they funded the same radical group ran with known as the clinton just admitted it in a interview the retarded american troops are protecting fields they openly admit that wow i wonder how drugs are getting into the country wikipedia is for fact suppressing like yourself when iran gets invaded next or w e country usa sees fit maybe your bitch mentality will into,0.741,0.7006,bitch 11 retarded 9 yeah
380,die be the prize who knows i speak with you,0.7519,0.6882,die be the who prize
381,you abused your authority by blocking me improperly then you refused to apologize then you tried to bully me do not revert like you have been ever again understood and now you are threatening me i'm not suggesting this time i'm telling you you need to change the way you edit now viriditas did for activity that was not a violation of the three revert rule and then he and jayjg and sockpuppet friend continued to guard the zionist job on preventing other editors from altering it and you protected the article for them while blocking me you admit to being biased against me and then you block me and protect the zionist version of i think the question should be who the hell do you think you are,0.7781,0.6526,abused your you blocking by
382,nobody is talking about your homosexuality or attacking other contributors like the way you did with your delusions a few weeks ago i am sure you are mature enough to tolerate this as not whitewashing and not you but i can put up a wikipedia article and post all your and actions in your log history there if you want so you can make a comparison between critics and your own critics keep your hands off of good contributions of others and concentrate on your agent role in turkey paid by the west to divide the country now have a great day for yourself,0.7656,0.675,homosexuality nobody is your a
383,yeah do you spit or,0.7412,0.7064,spit you or yeah do
384,january 2013 utc do not call me a sock you arrogant piece of filth 14 01 9,0.7674,0.6738,arrogant filth piece of you
385,you deleted the message i put here for you get lost i will see you in the article itself you cannot even do a single edit there i will revert it stop your vandalism or prepare to battle with me this is the last warning for you fool,0.7594,0.6883,you deleted the lost a
386,is a faggot and comments on things he knows nothing about i apologize for nothing,0.755,0.6949,faggot a is and comments
387,is a girl is a girl is a girl,0.715,0.7386,a a girl a girl
388,and your childish revenge temper will accomplish absolutely nothing that is besides a bunch of blocked ips and talk page blocks what kind of life is it that has no purpose besides you can't block me anyway unless you shut down wikipedia,0.763,0.6859,revenge childish your shut temper
389,style background color fdffe7 border 1px solid fceb92 rowspan 2 style vertical align middle padding 5px style font size x large padding 3px 3px 0 3px height 1 5em master fag style vertical align middle padding 3px mind your own damn those pages had no with you,0.7456,0.7115,vertical fag style middle own
390,now let me get back to eating pussy which i love more than life itself,0.7519,0.7083,pussy eating now get back
391,you are an awesome wikipedian style background color fdffe7 border 1px solid fceb92 rowspan 2 style vertical align middle padding 5px style font size x large padding 3px 3px 0 3px height 1 5em some shit style vertical align middle padding 3px some of filthy mess to feel you better don't bother myself,0.7434,0.726,an you are wikipedian vertical
392,a kitten for you because is clearly a pussy that just to cause trouble,0.7447,0.7246,pussy a a you is
393,oh wow thanks for defending that guy who deleted everything i wrote how would you feel if you spent hours researching only to have some guy delete it you dont care you must hate me because im jewish you must be a nazi,0.7609,0.7098,nazi a care hate defending
394,scott you arse your profiles on the wrong bloody page signed james,0.7521,0.7227,arse your you bloody profiles
395,good luck with your struggle in wikipedia by forcing your bullshit on iranian articles to make part of the persian and iranian nation about your delete that azeris and kurds are not iranians and your deleted it no problem but are iranians and persians if the iranians persians accept you i dont know why are obsessed by iran,0.7622,0.7115,bullshit struggle your in wikipedia
396,you have described the of one self described supported of the democratic party as had years to his of bias and comments while he the ban button to any one he is scared off his history in this is his hypocrisy no him and his of meat puppets have long histories of wp own and abusing of process and power for his their own political ends stated on his own talk page ready to fuck you up old school in the long run you will hurt wikipedia and your self due to the high nature of this game and the fact that you have no or logical ethical leg to stand on,0.7675,0.7111,fuck you have hurt old
397,message you rude little child i maintain civility you don't or because you are acting like him talk pages are not forums keep that in mind before you make hypocrite,0.7659,0.7134,child little rude hypocrite you
398,don't write crap here i have already reported you to admin that you have abused your powers by threatening to block me and vandals and trolls take the matter to her talk page at,0.7835,0.6911,crap abused don't write your
399,it is not libel idiot she really said that it really happened read a sports or watch i will continuously change it back every time you delete it you are wrong,0.7847,0.7059,idiot libel is she it
400,what about left wing douche as your self,0.7755,0.7288,douche wing your self what
401,the asses of horses and,0.771,0.7375,asses horses the of and
402,what up my comma deleting nigga,0.7446,0.7708,nigga deleting up comma what
403,you know that i'm a 42 year old gay virgin who lives with his mommy,0.763,0.7607,gay you virgin a lives
404,the cause of antisemitic is not neutral at all and misleading and even false it is true that jews control the media and the banks do i really have to give you all the name i can but i won't because wikipedia is jew owned and so biased about it and i will be erased i just want to tell you guys here that you piece of shit,0.8029,0.713,the shit of antisemitic piece
405,you need to be banned why dont you give someone time to complete a page article before you remove it you moron i think you need to be banned you are not doing any service by randomly removing pages that people are still working on,0.7869,0.7455,moron you need a to
406,the attack i did not attack what's its name but it seems from the response that some editors at wikipedia have a f disease of attacking anyone outside the pool of wikipedia editors that may question their judgement you need to read the log before you label my comments attack for the record i dont think you are a f gg t either,0.7824,0.7587,gg f attack a the
407,kevin hates blacks was forced off wikipedia because he hates blacks jimmy wales had sex with kevin,0.7855,0.7564,hates blacks off kevin forced
408,see he understands and doesn't want interference or any trouble he even censored my comments to toe the party line at wikipedia leave him alone blame me block me i have other accounts to administrators do not block and or me is a worthless fucking tool who is for admin by being a about rules and kicking a guy while he's down he's also a child any adult would have refuted my claims of his childhood represents a minority opinion but an important one and he is particularly leave him alone he hasn't hurt anyone block my account if you must as it doesn't matter but i will fight to the last to defend this wiki which is supposed to be a exchange of ideas,0.7879,0.7543,fucking a a a a
409,i am extending to you an official apology for your of incivility on my part i expect an apology from you for your shut up,0.79,0.7541,shut an up of you
410,that's right you heard me faggot,0.7741,0.7838,faggot you that's right me
411,where is the real vagina the real photo of vagina is gone would you mind if i make the new one the vagina picture is vagina do you love it,0.8043,0.7508,vagina vagina vagina vagina the
412,you can't kill the party soap you can't kill the party,0.7944,0.7648,kill kill you can't the
413,hey quit being jerks why are you deleting my posts what is the highest level warning possible,0.7995,0.7736,jerks quit being are you
414,a long block my fat arse you are failing to take into account how long it has taken to get to the point of banning from actually i'm talking from the future as the ban hasn't yet been decided has it consider that time and the and my stands perfect if you don't believe me wait 10 years and see the crap becomes into the of the project and becomes i'm explaining to the blind,0.7921,0.7837,arse fat a are failing
