,comment,aggression,attack,attn_words
272,a cup of coffee for you style background color fdffe7 border 1px solid fceb92 style vertical align middle padding 5px style vertical align middle padding 3px get with coffee,0.0729,0.0687,a of cup you border
273,check this out dumb mexican http www com reports htm,0.0799,0.0611,dumb out this mexican check
274,i need to get unblocked you have gone too far i am not abusing attacking i am helping,0.085,0.0553,abusing have too gone far
275,why do you restore things with references why no ones does something with wikipedia is corrupt,0.0826,0.0569,why corrupt do restore you
276,what another great example of just how arrogant this really is i'm thinking of money in finding out his personality and giving him a lesson,0.0941,0.0492,arrogant what this great just
277,what the hell who whether or not it's notable it's a single in and can it continues a of a mini series of songs i guess this isn't an encyclopedia that anyone can edit if everything is just burned down by,0.083,0.0548,hell what the who whether
278,you want war you got it,0.0766,0.0589,you war want you got
279,oh yeah well your a ha 2 4 08,0.0714,0.0624,a ha well your 2
280,my dead thanks a lot i have a job as i m 20 old i dont need mommy to give me money unlike yours who as too sleep for,0.0747,0.0593,dead a my a thanks
281,yes it is this is not an encyclopedia it is a reference for stupid people who lack knowledge her his point of views is perfectly acceptable and should be added to the main article thanks,0.082,0.0531,stupid encyclopedia this is not
282,ok now you're just being a vandal software is not a topic it's a label for computer software that is on you also vandalised my edits which removed unencyclopedic information it is for this that i know you have no interest in improvement only in undoing my i repeat unless you find a source that actually defines this as a topic and not the label it actually is it will continue to be a redirect deleting referenced material i did not i turned it into a redirect and as it's a label and the source refers to the label of a very specific area of computer software which isn't a topic it has no encyclopedic content to merge,0.0808,0.0528,you're just vandal being now
283,there is no verbatim dump of the i wrote the text and used the document as the source nothing was copied at all i don't think you know the law relating to the internet is an open network if work is submitted on the internet and its is used elsewhere for non profit is not a university document is a reliable source they are regarded as the most reliable as they are independent this was undertaken by two and leeds it is published i gave the link stored at cambridge you obviously don't like it but that is how it is get over it i will put the section back on you should have some respect to others who put some proper research into it just leave it alone it adds value it is clear you just removed the text because it never agreed to your you didn't even look at the link or contact me so i regard the the removal as vandalism thanks,0.0043,0.0018,there no is verbatim obviously
284,it seems that today you will broke all ur past record of pasting ur own views of non neutral and in nature then let it be i think you need some to assist ur biased mind because you can't change the truth so ur playing with wiki articles which don't suits to your ideology borrowed and taken from saudi kings dollars to spread and terrorism all over the world as your and taken some from more moderate majority group in u k and times online wrote about it in its survey then you could not digest it you dont want to see that report on wikipedia article so you have vandalized and this article by your useless editing i will see it very soon •,0.0977,0.0427,it will broke all seems
285,feeling sorry about greeks i actually feel sorry for those greeks on all and now here desperately trying to prove something in which by most of the causes it seems that they have no background i sure hope they will give up and let strikes among us and not funny nationalistic issues,0.0073,0.0042,sorry feeling about greeks feel
286,lol are you and still each other,0.0688,0.0601,you and are each still
287,consensus couldn't be clearer only because bullies like you were busy running people off like and last time,0.0756,0.0547,bullies off you running busy
288,did you even care to check the sources before you tagged the article you are sure in bad faith and running plain,0.0778,0.0529,care you even did bad
289,also that whole paragraph is full of spelling and grammatical errors and is rather badly written as well,0.0041,0.0031,errors full of also that
290,that's the most ridiculous thing i've ever heard let's say you had an important point to discuss about an article and so you posted on the discussion page wouldn't you think it's weird annoying uncalled for rude for someone to just go in and delete your discussion items and what if this happened to you about 20 times in one day,0.0924,0.044,ridiculous most the that's thing
291,the fact that you have no life but to be on wikipedia makes me,0.0765,0.0531,life the no fact have
292,i am disrupting this article an amazing amount of brain damaged administrators in defense of a vicious troll it has been a long critique from larry that wikipedia experts now at the wikipedia in defense of trolls ',0.0776,0.0522,vicious troll am i disrupting
293,and bible verses whoever is trying to use the bible as a source for wikipedia stop ya can't just start throwing bible verses around using the bible as a primary source that's stupid and also the source that was used for the bit did not actually say such acts as and homosexuality the only source that says that is duck dynasty nice try ignorant bigoted editors might please exercise a degree of self or integrity instead of lying about what sources say or absurd bible verses,0.0815,0.0495,ignorant stupid bigoted and homosexuality
294,put it up your bottom,0.0718,0.0557,up put your bottom it
295,i said gay and by that i meant happy of and where it says dicks i thought your names where richard so if being happy i'm sorry,0.0735,0.0543,gay dicks and by said
296,this guy should probably just jump from something,0.0691,0.0574,guy this jump should just
297,teabag yer because i did oh yer oh ya oh yes because i did,0.0717,0.055,because i did because yer
298,whoops there was documentation for the analogy being well received and it's very true despite the of gay mafia who try to manipulate wiki articles in order to advance their propaganda machine i fought these and nail a few years ago only to be or should i say haha by them these liberal use the rules of wiki to anyone who doesn't share their far left agenda it turns out that comparing to was a compliment and not an attack on a gay as some gay advocate so shocked haha suggested was not gay he was a normal man who had been raped as a young boy much like jerry raped those little boys in the penn state this of course led to engage in other gay activities despite his better judgement the man himself did not want to practice homosexuality but because of some gay pedophile he had his,0.0722,0.0543,gay gay gay gay whoops
299,what the is wrong with you,0.0716,0.054,what is the wrong with
300,outstanding indeed was it not taking offense at such a word as jackass is something that can only be accomplished by a jackass since only they know what it means to them it's vague and they decide their own shoe to fit them incidentally the vague article could use some clarity at least somewhere at the top it could define it next to ambiguous to indicate the distinct difference between them ambiguous actually has a 1 2 way explanation of their distinction on it's page i see,0.0649,0.0584,jackass jackass outstanding indeed something
301,you're being silly there is no san religion the title is merely a descriptive phrase or at least you could provide some of evidence that your objection has anything to do with reality as for moving the article several people had pointed out that the old name was spurious and in any case did it not describe the topic of the article no one has ever complained complained about the move the only question was whether it should be to san or to i initially chose san because i do not like the name but i changed my mind for consistency with this article your constant about irrelevant trivia is a waste of our time maybe you could address the issue at hand —,0.0749,0.0504,silly there being no is
302,i done a on your mother's,0.0666,0.055,a i on mother's done
303,it was in a sense it was also literal my talk page es en la florida shoot someone on mi property,0.005,0.0036,sense was it literal it
304,try and stop me i rule the world,0.0706,0.0502,stop and try me the
305,june 2006 utc yep welcome to wikipedia otherwise known as domain whatever she doesn't like she and always has some excuse about violating copyright etc even when there's no such violation especially if you're new then she accuses everyone who agrees with you of being a sockpuppet typical frustrated 00 48 21,0.0766,0.0461,violation a typical june sockpuppet
306,as an admin you have almost no basic reading and comprehension skills there once existed a 'the ' article with proper citations it has been deleted i tried to make a new page and find those citations i could not please die in a car crash,0.0744,0.0473,as admin almost an you
307,i'd rather not be part of your ego i know you're desperate to try and prove yourself with your on an internet site but stay away from my account thank you,0.07,0.0489,ego you're desperate your to
308,what could someone like you possibly know about anything go play with your,0.0688,0.0486,what could with possibly you
309,stop to be a you messed the article with wrong information fix it this is not brazil,0.0695,0.0475,a stop you messed be
310,oh no abusive language to an admin fine re edit with censorship disruptive editing is it you mean removing the vandalism by the user who reported me the user who information into an article even though numerous contributors have given references and then that user removes the references and what they wrote because its what they want yeah stuff official references by the actual band and the person who produced the band that editor knows the real deal and other contributors and myself who requested him her to stop this nonsense are the disruptive editors great admin work and that's not abusive language that's called sarcasm yeah expect people to remain calm and pleasant will such nonsense,0.0735,0.0442,abusive no oh language an
311,hi i think your sad and lonely and need to get a life or at least some friends thank you,0.067,0.0469,sad lonely and your a
312,i disagree several editors yourself included had agreed on this non contentious wording and now you are reverting,0.0031,0.002,disagree editors several i included
313,of,0.0603,0.0517,of
314,august 2008 it includes removing material however significant content are usually not considered to be vandalism where the reason for the removal of the content is readily apparent by examination of the content itself you didn't read did you such as those photos you're so upset about for no valid reason which you don't have oh i have no reasons okay do i still have to explain which is i notice in the quoted section cite since when does a photo require a cite i'm talking about the actual written content needing cite not the 40 something redundant photos there besides you don't even seem to own them photos and own i don't see you contributing in the form of removing misinformation just because you don't see doesn't mean i haven't contributed why don't you try adding sources instead of insults oh wait i should just kill myself first because the colors are hurting your eyes where exactly do you find credible sources on cars lol,0.0031,0.002,2008 includes usually however content
315,two in talkback,0.0041,0.0031,in two talkback
316,are you from the site,0.0606,0.0503,you are from the site
317,would it be a fair guess that both of you or at least one of you is sock account s it's either that or just one more example the wp tag that referred to,0.0048,0.0031,fair it would be a
318,i'd rather 1 compromise 2 see the anarcho capitalism article cut 3 see writers more and than i contribute i don't know who you are and where exactly you've found yourself in this discussion are you you seem,0.0699,0.0423,anarcho you've capitalism and are
319,i'm not very fond of you me for editing things when in fact i hardly use your website stop trying to get me to join up to your numbers and find a more effective way of harrassing people and or keeping them in check,0.0695,0.0409,very you not of fond
320,stop vandalizing please stop your disruptive editing and removing corrections to the unreliable and biased sources if you continue to vandalize wikipedia as you did at list of countries by population united nations and list of countries by population i will have to ask for an arbitration for of your access rights as well as to ask for protection of freedom and truth by blocking you from further editing — preceding unsigned comment added by the are out today this must be the record for time between visits by editors please undo the damage you are doing to wikipedia stop doing more damage and i will have no reason to leave any more messages on your talk page if you think you are right stop blocking me removing my edits and prove me wrong like this you are just showing you are arrogant and don't stand criticism of what you are doing you are just a petty person you can't win the argument so you are the other side in the talk go ahead block me but that won't change the fact that you are abusing the powers given to you and you don't stand criticism so go ahead abuse your powers again,0.0769,0.0366,disruptive stop stop vandalizing please
321,user direktor and yours sockpuppet is very dangerous to wikipedia he used this public instrument to make nationalistic if the others user lived in the old were in a tito prison wikipedia is a very dangerous place not neutral for peoples than work all the day to keep the propaganda style —preceding unsigned comment added by,0.0697,0.0401,sockpuppet dangerous yours very is
322,omg this show is so embarrassing to itself that it isnt even funny,0.0028,0.0015,embarrassing show so this itself
323,congratulations dennis now that you have put the on me is the very first edit the very first work well done and me at the same time adding salt on to the wound very good your plan has worked,0.0038,0.0027,now that dennis have put
324,hello wikipedia lover,0.0572,0.0459,hello wikipedia lover
325,instead an exaggerated response is made over the fact that he made some reference to a why is that worse than when the magnificent clean repeatedly used the f word at a woman but does not get punished,0.0616,0.0422,an instead exaggerated worse punished
326,i did not abuse and threaten another user came there out of nowhere and started a crisis by making abusive personal attacks on me i had to defend against them to every person who refused to ignore them it was not threatening to state the serious that would be committed if wikipedia claimed to even have even in theory any discretionary choice not to take entirely my side as the victim in such a situation the situation was an offence any organisation that decides to take offence at being told it does not have a discretionary choice to bully is corrupt admins here take personal bullying decisions without there being a defence process to go through that is judged by more than just the first other passing admin who acts on whim nobody can lose all rights without a defence process what you have just said does not add up legally you have put wikipedia on public record as blaming victims there is no prevention here of mob rule the public has to be warned so,0.0803,0.0323,i abuse abusive did not
327,oh come on that is a weak effort make it permanent so i can rid myself of wikipedia for good you protect the evil and punish me i can smell vote here one british admin and an evil british editor against poor me an 80 year old with one foot on a and the other in the grave none of this would have happened if wasn't so wicked the article had an issue with that i was trying to correct no wild indian is going to be in english that statement was and is completely false and misleading,0.071,0.035,come on weak a is
328,please refrain from making me you your edits appear to constitute masturbation and have been reverted or removed if you would like to experiment please use the sex room thank you,0.0549,0.0448,refrain making please from your
329,hey andy u r a,0.049,0.0498,a r andy hey u
330,i know how about european union even better i'm going to blow up all of europe,0.0605,0.0396,blow i union know european
331,now i understand why you are so willing to forget about what class university belongs to let me remind you your has not even been ranked by times until 2010 ignored you see lost are we talking about english grammar with a third class turkish university graduate give me a break,0.0039,0.0023,understand i willing now so
332,your note was not constructive and nor are your edits you set up and now you have reverted 3 times yourself so expect no sympathy,0.054,0.0421,your note up and was
333,more like,0.0503,0.0444,more like
334,i'm ignoring all the rules that's a wikipedia pillar the fact is i have been right all along and that jerk kept reverting the accurate edits block him so i him out about it he deserved it now move along and get a life i'm done here i made the accurate edits that are not in dispute and i expect them to stay that way you're not my boss,0.0648,0.0342,ignoring all rules the wikipedia
335,its good that this man is dead let it be clear to everyone that whoever insults turkey insults the deep nationalism of turks so he went to far and faced the consequences i say we have 1 problem less now,0.0601,0.0352,its dead is man good
336,very funny you really are a but very,0.0549,0.0378,a funny you very are
337,the purpose of categories is to group things of the same type together real things with real things fictional things with fictional things mixing real things and fictional things is a misuse of categories a real book is not and can never be a fictional library or a fictional the category about cities in england is irrelevant beyond the fact that things that are not cities in england shouldn't be categorized as cities in england it's not at all difficult to maintain a category for fictional things just don't add real things to it and if real things are added to it remove them but what the fuck ever tyranny of the minority is the rule of law on wikipedia and ultimately you're going to re add these categories regardless of how wrong and illogical it is so have at it real books as fictional libraries knock yourself out,0.0021,0.001,categories things purpose of the
338,4 million,0.0458,0.0448,4 million
339,i have to disagree i will not be changing my ways sorry if you want to block me then do it i won't stop you i have been blocked before and have only made new accounts to continue to tell these vandals how it really is i don't believe in treating them with respect they aren't people to me they are animals thanks,0.0577,0.0337,have i to will not
340,john wrestling abilities john cena is the worst in ring that i have ever seen and quite possibly the most ridiculous champion the wwe has ever had firstly he has no variation to his and the ecw crowd rightly said at one night old shit its not like the moves he has are even good for hi to continue using them although cena is a good quite frankly he is the worst wrestler i have seen in my life and as for him having a world title think it is absolutely preposterous he shouldn't even be in the should suit his half sloppy wrestling style better,0.0602,0.0322,worst shit ridiculous worst the
341,aids your account is now also closed due to pool aids sorry have some,0.0481,0.0398,aids is your account now
342,re hi again http en wikipedia org w index php title template template category diff oldid restore basic message without and arrogant assumption of types you were warned cannot be too many other kinds why is treating as if they are a default and arrogant isn't cannot be too many other kinds flawed reasoning i didn't realize i was being given a warning only that you were trying to point something out to me is it okay to discuss the problem you've found i'm still wondering why whatever you're trying to do requires fixed numbered parameters if it can't use parameter names perhaps a different more flexible more forward compatible approach is needed head why not use and survey the many other kinds of by types template pages there are that are not infoboxes typing aid templates etc wikipedia administration templates the lists go on and on to something not plain means those pages are made wrong creating work information confusion at the least the original plain template did a nice simple message having a single mission this is a template category listing templates the only mission that template has all else is '' all these tricks you installed are just play on your part sorry but as an emperor you have no clothes on on this matter on why what rationale reason can you cite for the time you've already spent on a template whose sole purpose is to alert readers they aren't in a wikipedia category but an administrative category of some sort look at the page history from genesis to last fall winter play with something that will help the project sorry to seem on this but you've time in something that in the grand scheme of things really doesn't matter much save for the primary mission and your changes break that and install confusion adopt this simple rule if tempted to change a widespread template change it solely so it still functions the way it was originally applied see for example the test i did in several days ago to restore in here i won't go into the fact your changes also broke needs to templates on other sisters simply because others broke that breaking original and in the later case even common css changes do in practice that means you can usually add a parameter and logic to handle the difference that parameter but you shouldn't and can't make sweeping changes that make pages wrong particularly those that require a page to correctly define a parameter to make your changes operate you don't see anything wrong with your logic on that basis god help you if you don't now that by the way is what i meant by arrogant perhaps just ignorant of the big hope so any more questions,0.0557,0.0341,arrogant arrogant were again you're
343,have you seen the reference to their claim you this is not a source it´s their pov once i have more time i will reduce your pashtun nationalist povs here on wiki and give order to my and cousins the execution of pashtuns in the entire northern afghanistan down to immigrant of violent settled and took non pashtun lands away and traditional tajik countries,0.0534,0.0355,you have seen the a
344,once again the truth isn't vandalism you simply support terrorism the american people,0.0536,0.0346,again truth the once vandalism
345,i don't think you're a good admin if you're so aggressive and do things without thinking much i've been warned for one insult and i haven't called names since then yet you block me indefinitely from editing wikipedia not that i care much but i'm sure that i could help more than one person here and that includes telling users that create a atmosphere at the rd such as that they should stop such behavior,0.0521,0.0352,you're you're good a admin
346,october 2013 you want me for understanding i'll give you understanding you annoying editor,0.0503,0.0364,annoying want you for understanding
347,i was not talking about have the sense to either make some sense or don't talk at all lol,0.0018,0.0012,was sense not about sense
348,i'll respond to you after the block one of your put on me off a '''''',0.0465,0.0374,i'll you after block off
349,too bad the soviets didn't your entire family album,0.0478,0.0361,bad too the soviets entire
350,i have deleted it due to of my friends they have been all frustrated in these childish things please stop this before we call some wikipedia admin i have however told some admin about it from another ip address please stop this we don't really like it any more it's enough just give up just be nice to each other at least if you don't really like someone who runs and fansite please ignore that person if you respect yourself just do not mess about with someone else the end,0.0595,0.0286,have i deleted it due
351,actually you are the that followed me to the notice board and repeatedly comes back to revert what i had written fyi 45 24 talk,0.0436,0.0365,the are you actually that
352,completely understand where you're coming from but you just can't argue with these couple of clowns unfortunately it's their well meant i assume but misguided that's making wikipedia a laughing stock are only following guidelines yeah tell it to the trial,0.0506,0.0312,you're clowns misguided completely understand
353,don't need faced kids editing my work,0.0504,0.0311,faced need kids work my
354,hi hitler i have a primary source and you always dont want that why vandalism ok,0.0462,0.0336,hitler a have primary that
355,i removed his,0.0442,0.0351,i removed his
356,rofl when i go to edit an article it says attacks or of other users' that is so funny right there of other users don't post here not when you cry about the fact i called you,0.0456,0.0333,go when i to rofl
357,etc please stop the trolling we might give more credibility if you did not like this also thinks he is english even though his recent italian heritage really doesn't fit in the concept of an english person i myself am not dutch but american yes english was the heritage of my ancestors who founded the united states yes i am indeed their colonial successor from virginia slave to new england slave so think of who you are talking down to i'm in bed with the american establishment seeing as how i am it therefore cease this and go back to your shithole you lack the courage to be a so out the door with,0.049,0.0309,stop more please credibility the
358,list of ultimate spider man episodes regarding your vandalism of this page compare this edit made by http en wikipedia org w index php title list of ultimate spider man episodes action diff oldid to this page http marvel com news tv 2013 7 20 2013 ultimate spider man returns for season 3 now grow up and stop vandalizing wikipedia troll,0.0465,0.0322,vandalism spider ultimate list man
359,if you do not want to be the one dead better proceed as requested either that or we'll keep beating,0.0419,0.0353,if you do not the
360,next time i'm unblocked i'll have revenge against all who me,0.045,0.0326,revenge against next time all
361,let me give you a good situation to think about somebody goes to universal studios for birthday etc and they remember going in a saw attraction you know it i don't give a it's your problem people aren't getting the info they need you sort it out,0.0468,0.0304,let a give good me
362,for all of you and the subject of isn't just some opinion made up by idiots it has been a subject of debate amongst the more progressive it appears on ted and on math channels legitimate arguments come up frequently on the subject of its for example 4 to 1 4 the unit circle or pi 2 since criticize the argument not always those who made it up oh and look at this video https www youtube com watch v https www youtube com watch v,0.0448,0.0313,idiots of for all subject
363,wikipedia claims it is an unreliable source from wikipedia's wp rs primary secondary and tertiary sources main page wikipedia no original research primary secondary and tertiary sources wikipedia articles should be based mainly on reliable secondary sources tertiary sources such as encyclopedias textbooks and other sources may be used to give or summaries but should not be used in place of secondary sources for detailed discussion although wikipedia articles are tertiary sources wikipedia no systematic mechanism for fact checking or accuracy because wikipedia original research there is nothing reliable in it that isn't with something else thus wikipedia articles or wikipedia mirrors are not reliable sources for any purpose i thought the above was a misread the first time i read it however it supports why college professors and teachers discourage using wikipedia for academic research it also means that editors administrators and others involved with creating articles are in fact wasting thier time the only person who can gain from wikipedia is the fuck head money jimbo wales so all of you who want to edit war keep it up you're wasting your fucking time for nothing after doing a scan of the whitman article since the inclusion and copying of book and other sources the article is only about 20 accurate and yes i am john moore who was houston power of attorney who helped him until wikipedia came between us when i tried to correct information a long time ago and his daughter got involved and help fuel the flames that could have been put out with a reasonable conclusion if the above info would have been known at the time but whitman was my research subject i helped because he needed it he in turn lied to me on several occasions but i can forgive him for that at least he had a condition jimbo wales and wikipedia are a unto themselves so and and other ip's who know nothing have an admin ban me please it won't be necessary but then your edit wars were not necessary either keep on being the knee that jimbo smells wants you deserve,0.0014,0.0006,unreliable claims it wikipedia an
364,if i want your opinion i would have three times pal,0.0418,0.0324,opinion if your want three
365,whoever used instead of neutral they is a little p fa ggot i'm going to change it to he,0.039,0.0346,little a ggot p whoever
366,help bring wikipedia down down with wikipedia,0.0445,0.0297,down down wikipedia bring help
367,listen i really don't care what wikipedia's policies are troll metal does not exist and whether or not people think it does is irrelevant it does not hence it should not be listed the only people who care about keeping it are people who want to role play bureaucrats on their favorite online encyclopedia break a rule keep your it is a fair trade i think if you want to defend a paragraph that you know doesn't belong in there then why defend it because the community of said it should be it makes me wonder if you take this pov thing is nonsense it isn't about what people want to think it is about what is real troll metal does not exist hence it doesn't belong screw the morons who think otherwise they make my hair with from anger and frustration,0.0538,0.0233,listen really i don't care
368,i hate if he calls this abuse then he should talk to prejudice people i know then he will know the meaning of the word ps not that i agree with these people but i certainly don't agree with like him,0.0474,0.0262,hate i if abuse calls
369,im so pissed off with its just not funny content vs when we are with templates like this i feel angry hurt used time i guess,0.0428,0.0278,pissed off so its with
370,kelly i had been for but just as one shouldn't call attention to the fact that a is throwing a no one should refrain from an impressive run on by an arrogant probably not but who's to say,0.0419,0.027,arrogant i had for been
371,unban me right now,0.0398,0.0284,me right unban now
372,why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even finished editing the article you nooob why did you delete our post about the world famous angler john bailey we manager john bailey and he is well known in the uk population we hadnt even,0.0422,0.0266,delete why you our did
373,if it helps the insult was directed at you the other fellow who agreed to remove the images and a large percentage of the editors at wikipedia who spend more time citing rules than actually making substantial contributions there is nothing about my view i am no more stealing images than the or or article that does the same thing even sega itself would not complain about the use of these images in this way as the article only promotes their product but the editors here are so busy trying to lord over in some attempt to for the utter lack of real power in their otherwise i e outside of wp meaningless basement loser lives does that clear it up for you or do i need to throw the word douche around a couple of times now go ahead act on your to cite for me some wp rule about civility invasion my have been teh threatened idiots —'''''' w,0.0478,0.0233,insult if it the helps
374,why dont you take you do shoes way and play on some other street corner,0.037,0.0301,take you dont you why
375,you should get an oscar for your great acting skills anyway no matter what the responses will be conversation will be ceased and i am not interested in having conversation with actors or or bullies or whatever,0.0403,0.0263,should an for great you
376,dear andrew please reconsider your uncivil tone since you only sound engaging in a civil fashion with those with whom you disagree costs nothing and is the sign of a lack of please pause before replying to people who are lacking in in future best wishes,0.0395,0.0266,uncivil dear tone reconsider andrew
377,to poor and said i understand that there is a plot in wikipedia i see it in this way and it serves me to convey the kind of that have administrators of this site i have explained a thousand times that i am not to anyone but if i were to it is something she has more than deserved and it must be mentioned wherever concerning her but apparently that bothers to several as some administrators and wikipedia editors who know well that never going to be praised by anyone ja ja ja as you me it is really painful but it is the reality of wikipedia,0.0437,0.0238,poor and to there said
378,and now the is lying about his reasoning on the wp ani page too,0.0397,0.026,lying is the and now
379,as i asked did you actually read the entire article apparently not yours is a hair trigger that gets good people killed seen it in combat as a that's why i shall defend myself and this new article you seem entirely too old school to be working as an administrator let the war begin,0.0405,0.0252,as i trigger asked actually
380,unblock me unblock me now i'm taking a plane to england and blowing up the country,0.0357,0.0285,me a unblock unblock now
381,i'm here to improve the encyclopedia why do you insist palestine exists and that jerusalem belongs to it you have come off quite post i don't appreciate it you king little fa ggot,0.041,0.0248,here little off encyclopedia to
382,it doesn't make any difference anyway corrupt rude and dishonest admins do what they want here anyway just look at the sections above but here was the start of our discussion which despite my polite request quickly into assumptions of bad faith on your part and extraordinary rudeness by you unless i am mistaken it ended with you requesting i not post on your talkpage unlike the and trolls emerging here on my page i had no problem i don't like hanging around i did post once when i saw you closed an afd as delete when they only comments were in favor of keeping but then i remembered who you were and removed my comment another editor took your inappropriate action to drv where it was overturned so again yes you are rude yes you are involved yes you are a bad admin yes you are a policy yes you are a hypocrite who asks an editor to clear but has no problem going after that same editor at your first opportunity but nevermind that kind of abusive stupidity and harassment seems to be quite common here,0.044,0.023,corrupt dishonest rude it any
383,about the block if you ever block me ever again then i will not have it a table,0.0344,0.0277,block about ever block the
384,fu you eat my 8 d i can't wait untill the us does what china and may other countries have done and file a lawsuit against wikipedia and get it banned due to infringement upon sourcing information that are posted without block me i have auto ip,0.0341,0.0271,8 eat d you my
